conditions,d_price,details,guest_rating,name,original_price,room_type,star
,"1 night, 2 adults
CNY 355
Price CNY 355
+CNY 146 taxes and charges","Coral Castle - Goidhoo Maldives
Opens in new window
Baa AtollShow on map
9.0
Scored 9.0
Superb
21 reviews
Double or Twin Room with Garden View
Multiple bed types
Only 5 rooms left at this price on our site
1 night, 2 adults
CNY 355
Price CNY 355
+CNY 146 taxes and charges
See availability","9.0
Scored 9.0
Superb
21 reviews",Coral Castle - Goidhoo Maldives,Baa Atoll,Double or Twin Room with Garden View,
,"1 night, 2 adults
CNY 398CNY 299
Original price CNY 398. Current price CNY 299.
+CNY 48 taxes and charges","Breakfast included
Violet Inn Hotel
Opens in new window
DharavandhooShow on map
8.8
Scored 8.8
Fabulous
57 reviews
Location 9.4
Getaway Deal
Deluxe Double or Twin Room
1 double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
1 night, 2 adults
CNY 398CNY 299
Original price CNY 398. Current price CNY 299.
+CNY 48 taxes and charges
See availability","8.8
Scored 8.8
Fabulous
57 reviews",Violet Inn Hotel,Dharavandhoo,Deluxe Double or Twin Room,
,"1 night, 2 adults
CNY 318
Price CNY 318
+CNY 88 taxes and charges","Green Leaf Guest House - Omadhoo
Opens in new window
OmadhooShow on map
9.5
Scored 9.5
Exceptional
116 reviews
Location 9.4
DELUXE DOUBLE ROOM
Breakfast included
Free cancellation
1 night, 2 adults
CNY 318
Price CNY 318
+CNY 88 taxes and charges
See availability","9.5
Scored 9.5
Exceptional
116 reviews",Green Leaf Guest House - Omadhoo,Omadhoo,DELUXE DOUBLE ROOM,3 out of 5
,"1 night, 2 adults
CNY 715
Price CNY 715
+CNY 197 taxes and charges","Breakfast included
Dhimyaath Stay
Opens in new window
Male CityShow on map
6.6
Scored 6.6
Review score
14 reviews
Double Room
2 single beds
Breakfast included
1 night, 2 adults
CNY 715
Price CNY 715
+CNY 197 taxes and charges
See availability","6.6
Scored 6.6
Review score
14 reviews",Dhimyaath Stay,Male City,Double Room,3 out of 5
,"1 night, 2 adults
CNY 1,268
Price CNY 1,268
+CNY 614 taxes and charges","Breakfast included
Island Luxury Boutique Hotel - Fulhadhoo
Opens in new window
FulhadhooShow on map
9.4
Scored 9.4
Superb
18 reviews
Location 9.4
Deluxe Double Room
1 extra-large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site
1 night, 2 adults
CNY 1,268
Price CNY 1,268
+CNY 614 taxes and charges
See availability","9.4
Scored 9.4
Superb
18 reviews",Island Luxury Boutique Hotel - Fulhadhoo,Fulhadhoo,Deluxe Double Room,
,"1 night, 2 adults
CNY 326
Price CNY 326
+CNY 85 taxes and charges","Breakfast included
Palmrest Kaashidhoo Maldives
Opens in new window
KaashidhooShow on map
8.3
Scored 8.3
Very good
7 reviews
Cleanliness 8.9
Deluxe Double Room with Balcony
Multiple bed types
Breakfast included
Free cancellation
Only 2 rooms left at this price on our site
1 night, 2 adults
CNY 326
Price CNY 326
+CNY 85 taxes and charges
See availability","8.3
Scored 8.3
Very good
7 reviews",Palmrest Kaashidhoo Maldives,Kaashidhoo,Deluxe Double Room with Balcony,3 out of 5
,"1 night, 2 adults
CNY 1,304
Price CNY 1,304
+CNY 252 taxes and charges","Relax Villa
Opens in new window
ThoddooShow on map
9.4
Scored 9.4
Superb
18 reviews
Cleanliness 9.6
Duplex Apartment
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom
4 beds (2 singles, 1 extra-large double, 1 sofa bed)
Free cancellation
No prepayment needed – pay at the property
Only 5 left at this price on our site
1 night, 2 adults
CNY 1,304
Price CNY 1,304
+CNY 252 taxes and charges
See availability","9.4
Scored 9.4
Superb
18 reviews",Relax Villa,Thoddoo,Duplex Apartment,
,"1 night, 2 adults
CNY 424
Price CNY 424
+CNY 160 taxes and charges","Breakfast included
Rehendhi Villa
Opens in new window
MaafushiShow on map
8.7
Scored 8.7
Fabulous
535 reviews
Standard Double Room
Beds: 1 double or 2 singles
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site
1 night, 2 adults
CNY 424
Price CNY 424
+CNY 160 taxes and charges
See availability","8.7
Scored 8.7
Fabulous
535 reviews",Rehendhi Villa,Maafushi,Standard Double Room,3 out of 5
,"1 night, 2 adults
CNY 1,159CNY 696
Original price CNY 1,159. Current price CNY 696.
+CNY 192 taxes and charges","Breakfast included
Ataraxis Grand and Spa Fuvahmulah
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
FuvahmulahShow on map
9.6
Scored 9.6
Exceptional
40 reviews
Location 9.7
Getaway Deal
Deluxe Double Room
Multiple bed types
Breakfast included
Free cancellation
No prepayment needed – pay at the property
1 night, 2 adults
CNY 1,159CNY 696
Original price CNY 1,159. Current price CNY 696.
+CNY 192 taxes and charges
See availability","9.6
Scored 9.6
Exceptional
40 reviews",Ataraxis Grand and Spa Fuvahmulah,Fuvahmulah,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
CNY 359
Price CNY 359
+CNY 57 taxes and charges","Breakfast included
Splendour Grand
Opens in new window
MaalhosShow on map
8.1
Scored 8.1
Very good
7 reviews
Standard Double Room
1 large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
CNY 359
Price CNY 359
+CNY 57 taxes and charges
See availability","8.1
Scored 8.1
Very good
7 reviews",Splendour Grand,Maalhos,Standard Double Room,5 out of 5
,"1 night, 2 adults
CNY 4,856
Price CNY 4,856
+CNY 1,427 taxes and charges","RAAYA By Atmosphere - Premium All Inclusive with Free Transfers
Opens in new window
Raa AtollShow on map
8.6
Scored 8.6
Fabulous
54 reviews
Beach Villa
1 extra-large double bed
Free cancellation
1 night, 2 adults
CNY 4,856
Price CNY 4,856
+CNY 1,427 taxes and charges
See availability","8.6
Scored 8.6
Fabulous
54 reviews",RAAYA By Atmosphere - Premium All Inclusive with Free Transfers,Raa Atoll,Beach Villa,5 out of 5
,"1 night, 2 adults
CNY 710CNY 390
Original price CNY 710. Current price CNY 390.
Includes taxes and charges","Maaniya Palace
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
MaamigiliShow on map
7.0
Scored 7.0
Good
1 review
Deluxe Double Room with Balcony
1 extra-large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site
1 night, 2 adults
CNY 710CNY 390
Original price CNY 710. Current price CNY 390.
Includes taxes and charges
See availability","7.0
Scored 7.0
Good
1 review",Maaniya Palace,Maamigili,Deluxe Double Room with Balcony,3 out of 5
,"1 night, 2 adults
CNY 435
Price CNY 435
+CNY 113 taxes and charges","Breakfast included
Panda holiday 中国酒店 中国餐厅 VX Gsundindi
Opens in new window
RasduShow on map
7.7
Scored 7.7
Good
9 reviews
Location 9.4
Superior Double Room
1 double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 6 rooms left at this price on our site
1 night, 2 adults
CNY 435
Price CNY 435
+CNY 113 taxes and charges
See availability","7.7
Scored 7.7
Good
9 reviews",Panda holiday 中国酒店 中国餐厅 VX Gsundindi,Rasdu,Superior Double Room,3 out of 5
,"1 night, 2 adults
CNY 2,796
Price CNY 2,796
+CNY 447 taxes and charges","All meals included
Akoya Pearl
Opens in new window
DhangethiShow on map
10
Scored 10
Exceptional
3 reviews
Location 10
Standard Double Room
1 bunk bed
All meals included
Only 2 rooms left at this price on our site
1 night, 2 adults
CNY 2,796
Price CNY 2,796
+CNY 447 taxes and charges
See availability","10
Scored 10
Exceptional
3 reviews",Akoya Pearl,Dhangethi,Standard Double Room,
,"1 night, 2 adults
CNY 1,192
Price CNY 1,192
Includes taxes and charges","One Central Park View
Opens in new window
Male CityShow on map
10
Scored 10
Exceptional
1 review
Location 10
Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 2 living rooms • 2 bathrooms • 139m²
5 beds (2 doubles, 2 sofa beds, 1 large double)
Only 1 left at this price on our site
1 night, 2 adults
CNY 1,192
Price CNY 1,192
Includes taxes and charges
See availability","10
Scored 10
Exceptional
1 review",One Central Park View,Male City,Two-Bedroom Apartment,4 out of 5
,"1 night, 2 adults
CNY 543
Price CNY 543
+CNY 16 taxes and charges","Breakfast included
BLU Dhihffushi
Opens in new window
DhiffushiShow on map
8.3
Scored 8.3
Very good
3 reviews
Location 10
Family Room
2 beds (1 single, 1 double)
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site
1 night, 2 adults
CNY 543
Price CNY 543
+CNY 16 taxes and charges
See availability","8.3
Scored 8.3
Very good
3 reviews",BLU Dhihffushi,Dhiffushi,Family Room,
,"1 night, 2 adults
CNY 797
Price CNY 797
Includes taxes and charges","HS Miracle Grand
Opens in new window
HulhumaleShow on map
10
Scored 10
Exceptional
1 review
Location 10
New to Booking.com
Deluxe Double Room with Balcony
1 extra-large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 4 rooms left at this price on our site
1 night, 2 adults
CNY 797
Price CNY 797
Includes taxes and charges
See availability","10
Scored 10
Exceptional
1 review",HS Miracle Grand,Hulhumale,Deluxe Double Room with Balcony,
,"1 night, 2 adults
CNY 2,608
Price CNY 2,608
+CNY 763 taxes and charges","Breakfast included
Veli Vilaa
Opens in new window
DhiffushiShow on map
8.5
Scored 8.5
Very good
2 reviews
Deluxe Double Room with Sea View
1 large double bed
Breakfast included
Only 1 room left at this price on our site
1 night, 2 adults
CNY 2,608
Price CNY 2,608
+CNY 763 taxes and charges
See availability","8.5
Scored 8.5
Very good
2 reviews",Veli Vilaa,Dhiffushi,Deluxe Double Room with Sea View,4 out of 5
,"1 night, 2 adults
CNY 730
Price CNY 730
+CNY 117 taxes and charges","Ocean Apartments Hulhumale (Lot 10819)
Opens in new window
Male CityShow on map
7.0
Scored 7.0
Good
2 reviews
New to Booking.com
Two-Bedroom Apartment
3 beds (2 singles, 1 double)
Free cancellation
1 night, 2 adults
CNY 730
Price CNY 730
+CNY 117 taxes and charges
See availability","7.0
Scored 7.0
Good
2 reviews",Ocean Apartments Hulhumale (Lot 10819),Male City,Two-Bedroom Apartment,3 out of 5
,"1 night, 2 adults
CNY 1,540
Price CNY 1,540
+CNY 290 taxes and charges","Breakfast included
Adroit Beach Inn
Opens in new window
GuraidhooShow on map
9.3
Scored 9.3
Superb
9 reviews
Location 9.4
New to Booking.com
Deluxe Queen Room
1 extra-large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site
1 night, 2 adults
CNY 1,540
Price CNY 1,540
+CNY 290 taxes and charges
See availability","9.3
Scored 9.3
Superb
9 reviews",Adroit Beach Inn,Guraidhoo,Deluxe Queen Room,4 out of 5
,"1 night, 2 adults
CNY 435
Price CNY 435
+CNY 207 taxes and charges","Breakfast included
Asseyri Guest House
Opens in new window
MaradhoofeydhooShow on map
9.3
Scored 9.3
Superb
3 reviews
Double Room
1 large double bed
Breakfast included
Free cancellation
Only 7 rooms left at this price on our site
1 night, 2 adults
CNY 435
Price CNY 435
+CNY 207 taxes and charges
See availability","9.3
Scored 9.3
Superb
3 reviews",Asseyri Guest House,Maradhoofeydhoo,Double Room,4 out of 5
,"1 night, 2 adults
CNY 543
Price CNY 543
+CNY 87 taxes and charges","Nashee Home Stay
Opens in new window
HulhumaleShow on map
10
Scored 10
Exceptional
1 review
Location 10
Superior Double Room
1 large double bed
Only 2 rooms left at this price on our site
1 night, 2 adults
CNY 543
Price CNY 543
+CNY 87 taxes and charges
See availability","10
Scored 10
Exceptional
1 review",Nashee Home Stay,Hulhumale,Superior Double Room,
,"1 night, 2 adults
CNY 422
Price CNY 422
+CNY 116 taxes and charges","Ci-Ritorno View
Opens in new window
MaafushiShow on map
6.7
Scored 6.7
Review score
121 reviews
Deluxe Double or Twin Room
2 single beds
Free cancellation
1 night, 2 adults
CNY 422
Price CNY 422
+CNY 116 taxes and charges
See availability","6.7
Scored 6.7
Review score
121 reviews",Ci-Ritorno View,Maafushi,Deluxe Double or Twin Room,3 out of 5
,"1 night, 2 adults
CNY 855
Price CNY 855
+CNY 279 taxes and charges","Mingzhuge
Opens in new window
HimmafushiShow on map
10
Scored 10
Exceptional
1 review
Deluxe Double or Twin Room with City View
Multiple bed types
Free cancellation
Only 5 rooms left at this price on our site
1 night, 2 adults
CNY 855
Price CNY 855
+CNY 279 taxes and charges
See availability","10
Scored 10
Exceptional
1 review",Mingzhuge,Himmafushi,Deluxe Double or Twin Room with City View,3 out of 5
,"1 night, 2 adults
CNY 359
Price CNY 359
Includes taxes and charges","Seaview Apartment by Lin Residences
Opens in new window
Male CityShow on map
9.8
Scored 9.8
Exceptional
16 reviews
New to Booking.com
Double Room with Sea View
1 large double bed
Free cancellation
Only 1 room left at this price on our site
1 night, 2 adults
CNY 359
Price CNY 359
Includes taxes and charges
See availability","9.8
Scored 9.8
Exceptional
16 reviews",Seaview Apartment by Lin Residences,Male City,Double Room with Sea View,
,"1 night, 2 adults
CNY 435
Price CNY 435
+CNY 70 taxes and charges","Breakfast included
Boli Villa Thoddoo
Opens in new window
ThoddooShow on map
10
Scored 10
Exceptional
1 review
Location 10
New to Booking.com
Double or Twin Room with Garden View
1 extra-large double bed
Breakfast included
Free cancellation
Only 3 rooms left at this price on our site
1 night, 2 adults
CNY 435
Price CNY 435
+CNY 70 taxes and charges
See availability","10
Scored 10
Exceptional
1 review",Boli Villa Thoddoo,Thoddoo,Double or Twin Room with Garden View,4 out of 5
,"1 night, 2 adults
CNY 978CNY 342
Original price CNY 978. Current price CNY 342.
+CNY 138 taxes and charges","Breakfast included
Faima Fishing Lodge at Daravandhoo
Opens in new window
Baa AtollShow on map
5.4
Scored 5.4
Review score
5 reviews
Deluxe Double Room
1 large double bed
Breakfast included
Free cancellation
Only 4 rooms left at this price on our site
1 night, 2 adults
CNY 978CNY 342
Original price CNY 978. Current price CNY 342.
+CNY 138 taxes and charges
See availability","5.4
Scored 5.4
Review score
5 reviews",Faima Fishing Lodge at Daravandhoo,Baa Atoll,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
CNY 587
Price CNY 587
+CNY 70 taxes and charges","Breakfast included
Akiri Grand
Opens in new window
ThinadhooShow on map
1.0
Scored 1.0
Review score
1 review
Location 10
New to Booking.com
Double Room
1 double bed
Breakfast included
Only 4 rooms left at this price on our site
1 night, 2 adults
CNY 587
Price CNY 587
+CNY 70 taxes and charges
See availability","1.0
Scored 1.0
Review score
1 review",Akiri Grand,Thinadhoo,Double Room,
,"1 night, 2 adults
CNY 717
Price CNY 717
Includes taxes and charges","Breakfast included
Keveli Guesthouse
Opens in new window
HimmafushiShow on map
10
Scored 10
Exceptional
1 review
Location 10
New to Booking.com
Standard Double Room
1 large double bed
Breakfast included
Free cancellation
Only 1 room left at this price on our site
1 night, 2 adults
CNY 717
Price CNY 717
Includes taxes and charges
See availability","10
Scored 10
Exceptional
1 review",Keveli Guesthouse,Himmafushi,Standard Double Room,3 out of 5
,"1 night, 2 adults
CNY 1,087
Price CNY 1,087
+CNY 217 taxes and charges","Dhiffushi Island Villa
Opens in new window
DhiffushiShow on map
8.3
Scored 8.3
Very good
3 reviews
Villa
Entire villa • 4 bedrooms • 4 bathrooms • 1 kitchen • 25m²
8 beds (4 singles, 4 doubles)
Only 1 left at this price on our site
1 night, 2 adults
CNY 1,087
Price CNY 1,087
+CNY 217 taxes and charges
See availability","8.3
Scored 8.3
Very good
3 reviews",Dhiffushi Island Villa,Dhiffushi,Villa,3 out of 5
,"1 night, 2 adults
CNY 619CNY 557
Original price CNY 619. Current price CNY 557.
+CNY 106 taxes and charges","AIMI Beach Hotel
Opens in new window
GulhiShow on map
10
Scored 10
Exceptional
1 review
Location 10
New to Booking.com
Deluxe Double or Twin Room
1 double bed
Free cancellation
No prepayment needed – pay at the property
Only 6 rooms left at this price on our site
1 night, 2 adults
CNY 619CNY 557
Original price CNY 619. Current price CNY 557.
+CNY 106 taxes and charges
See availability","10
Scored 10
Exceptional
1 review",AIMI Beach Hotel,Gulhi,Deluxe Double or Twin Room,3 out of 5
,"1 night, 2 adults
CNY 507
Price CNY 507
+CNY 81 taxes and charges","hiyala inn
Opens in new window
Male CityShow on map
10
Scored 10
Exceptional
1 review
Location 10
New to Booking.com
Double Room
1 double bed
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
CNY 507
Price CNY 507
+CNY 81 taxes and charges
See availability","10
Scored 10
Exceptional
1 review",hiyala inn,Male City,Double Room,3 out of 5
,"1 night, 2 adults
CNY 391
Price CNY 391
+CNY 63 taxes and charges","Breakfast included
Miyaheli Inn
Opens in new window
HithadhooShow on map
7.0
Scored 7.0
Good
1 review
Double Room with Private Bathroom
1 large double bed
Breakfast included
Only 5 rooms left at this price on our site
1 night, 2 adults
CNY 391
Price CNY 391
+CNY 63 taxes and charges
See availability","7.0
Scored 7.0
Good
1 review",Miyaheli Inn,Hithadhoo,Double Room with Private Bathroom,
,"1 night, 2 adults
CNY 815
Price CNY 815
+CNY 155 taxes and charges","Breakfast included
Sunrise by white sand dhigurah
Opens in new window
DhigurahShow on map
7.3
Scored 7.3
Good
4 reviews
Deluxe Double Room with Balcony
1 extra-large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
1 night, 2 adults
CNY 815
Price CNY 815
+CNY 155 taxes and charges
See availability","7.3
Scored 7.3
Good
4 reviews",Sunrise by white sand dhigurah,Dhigurah,Deluxe Double Room with Balcony,3 out of 5
,"1 night, 2 adults
CNY 514
Price CNY 514
+CNY 185 taxes and charges","Breakfast included
Tropico villa
Opens in new window
UkulhasShow on map
10
Scored 10
Exceptional
5 reviews
Location 10
New to Booking.com
Superior King Room
1 extra-large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 4 rooms left at this price on our site
1 night, 2 adults
CNY 514
Price CNY 514
+CNY 185 taxes and charges
See availability","10
Scored 10
Exceptional
5 reviews",Tropico villa,Ukulhas,Superior King Room,3 out of 5
,"1 night, 2 adults
CNY 362
Price CNY 362
+CNY 94 taxes and charges","Breakfast included
ODI KAMADHOO
Opens in new window
KamadhooShow on map
4.0
Scored 4.0
Review score
1 review
Deluxe King Room
Multiple bed types
Breakfast included
Only 5 rooms left at this price on our site
1 night, 2 adults
CNY 362
Price CNY 362
+CNY 94 taxes and charges
See availability","4.0
Scored 4.0
Review score
1 review",ODI KAMADHOO,Kamadhoo,Deluxe King Room,3 out of 5
,"1 night, 2 adults
CNY 652CNY 522
Original price CNY 652. Current price CNY 522.
+CNY 187 taxes and charges","Ukulhas Sands
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
UkulhasShow on map
9.9
Scored 9.9
Exceptional
9 reviews
Location 10
New to Booking.com
Standard Double or Twin Room
Multiple bed types
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
CNY 652CNY 522
Original price CNY 652. Current price CNY 522.
+CNY 187 taxes and charges
See availability","9.9
Scored 9.9
Exceptional
9 reviews",Ukulhas Sands,Ukulhas,Standard Double or Twin Room,3 out of 5
,"1 night, 2 adults
CNY 496
Price CNY 496
+CNY 137 taxes and charges","Breakfast included
Kinan Boutique
Opens in new window
FulidhooShow on map
9.0
Scored 9.0
Superb
1 review
Location 10
New to Booking.com
King Room
1 double bed
Breakfast included
Free cancellation
1 night, 2 adults
CNY 496
Price CNY 496
+CNY 137 taxes and charges
See availability","9.0
Scored 9.0
Superb
1 review",Kinan Boutique,Fulidhoo,King Room,3 out of 5
,"1 night, 2 adults
CNY 256
Price CNY 256
+CNY 71 taxes and charges","Charming Holiday Lodge
Opens in new window
MiduShow on map
8.0
Scored 8.0
Very good
6 reviews
Deluxe Twin Room
2 single beds
Breakfast included
1 night, 2 adults
CNY 256
Price CNY 256
+CNY 71 taxes and charges
See availability","8.0
Scored 8.0
Very good
6 reviews",Charming Holiday Lodge,Midu,Deluxe Twin Room,3 out of 5
,"1 night, 2 adults
CNY 455
Price CNY 455
+CNY 73 taxes and charges","Cozy, Comfy Homestay
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
HithadhooShow on map
9.0
Scored 9.0
Superb
4 reviews
Location 9.4
Double Room with Private Bathroom
1 double bed
Only 1 room left at this price on our site
1 night, 2 adults
CNY 455
Price CNY 455
+CNY 73 taxes and charges
See availability","9.0
Scored 9.0
Superb
4 reviews","Cozy, Comfy Homestay",Hithadhoo,Double Room with Private Bathroom,
,"1 night, 2 adults
CNY 489
Price CNY 489
Includes taxes and charges","Yan Inn
Opens in new window
MeedhooShow on map
9.0
Scored 9.0
Superb
1 review
Location 10
Double Room
1 large double bed
Only 4 rooms left at this price on our site
1 night, 2 adults
CNY 489
Price CNY 489
Includes taxes and charges
See availability","9.0
Scored 9.0
Superb
1 review",Yan Inn,Meedhoo,Double Room,
