conditions,d_price,details,guest_rating,name,original_price,room_type,star
,"1 night, 2 adults
US$120US$55
Original price US$120. Current price US$55.","Breakfast included
Blue Wave Hotel Maldives Dhaalu kudahuvadhoo
Opens in new window
KudahuvadhooShow on map
8.9
Scored 8.9
Fabulous
52 reviews
Getaway Deal
Deluxe Queen Room
1 double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site
1 night, 2 adults
US$120US$55
Original price US$120. Current price US$55.
See availability","8.9
Scored 8.9
Fabulous
52 reviews",Blue Wave Hotel Maldives Dhaalu kudahuvadhoo,Kudahuvadhoo,Deluxe Queen Room,4 out of 5
,"1 night, 2 adults
US$54
Price US$54","Dhooni Finolhu Guesthouse
Opens in new window
MaalhosShow on map
9.7
Scored 9.7
Exceptional
29 reviews
Location 9.7
Deluxe Double or Twin Room
1 double bed
Breakfast included
Free cancellation
Only 3 rooms left at this price on our site
1 night, 2 adults
US$54
Price US$54
See availability","9.7
Scored 9.7
Exceptional
29 reviews",Dhooni Finolhu Guesthouse,Maalhos,Deluxe Double or Twin Room,3 out of 5
,"1 night, 2 adults
US$61
Price US$61","Breakfast included
Coral Beach Maldives
Opens in new window
HangnaameedhooShow on map
8.4
Scored 8.4
Very good
131 reviews
Deluxe Double Room (1 adult + 1 child)
1 large double bed
Breakfast included
Only 2 rooms left at this price on our site
1 night, 2 adults
US$61
Price US$61
See availability","8.4
Scored 8.4
Very good
131 reviews",Coral Beach Maldives,Hangnaameedhoo,Deluxe Double Room (1 adult + 1 child),4 out of 5
,"1 night, 2 adults
US$400
Price US$400","Breakfast included
Le Méridien Maldives Resort & Spa
Opens in new window
Lhaviyani AtollShow on map
9.3
Scored 9.3
Superb
113 reviews
Location 9.3
Lagoon Villa
Entire villa • 1,076.4feet²
1 extra-large double bed
Breakfast included
Free cancellation
Only 7 left at this price on our site
1 night, 2 adults
US$400
Price US$400
See availability","9.3
Scored 9.3
Superb
113 reviews",Le Méridien Maldives Resort & Spa,Lhaviyani Atoll,Lagoon Villa,5 out of 5
,"1 night, 2 adults
US$41
Price US$41","Gaafaru View Inn
Opens in new window
GaafaruShow on map
8.9
Scored 8.9
Fabulous
20 reviews
Deluxe Double or Twin City View
3 beds (2 singles, 1 double)
Free cancellation
1 night, 2 adults
US$41
Price US$41
See availability","8.9
Scored 8.9
Fabulous
20 reviews",Gaafaru View Inn,Gaafaru,Deluxe Double or Twin City View,3 out of 5
,"1 night, 2 adults
US$99
Price US$99","Breakfast included
Dhimyaath Stay
Opens in new window
Male CityShow on map
6.6
Scored 6.6
Review score
14 reviews
Double Room
Breakfast included
1 night, 2 adults
US$99
Price US$99
See availability","6.6
Scored 6.6
Review score
14 reviews",Dhimyaath Stay,Male City,Double Room,
,"1 night, 2 adults
US$50
Price US$50","Breakfast included
Night Star Dhangethi
Opens in new window
DhangethiShow on map
9.1
Scored 9.1
Superb
17 reviews
Location 9.6
Double Room with Private Bathroom
1 double bed
Breakfast included
Only 4 rooms left at this price on our site
1 night, 2 adults
US$50
Price US$50
See availability","9.1
Scored 9.1
Superb
17 reviews",Night Star Dhangethi,Dhangethi,Double Room with Private Bathroom,3 out of 5
,"1 night, 2 adults
US$70
Price US$70","Holiday Rasdhoo Home
Opens in new window
RasduShow on map
8.5
Scored 8.5
Very good
8 reviews
Standard Double Room
1 large double bed
Free cancellation
No prepayment needed – pay at the property
Only 4 rooms left at this price on our site
1 night, 2 adults
US$70
Price US$70
See availability","8.5
Scored 8.5
Very good
8 reviews",Holiday Rasdhoo Home,Rasdu,Standard Double Room,3 out of 5
,"1 night, 2 adults
US$60
Price US$60","Thoddoo Garden inn
Opens in new window
ThoddooShow on map
9.6
Scored 9.6
Exceptional
32 reviews
Location 9.6
Deluxe Triple Room
2 beds (1 single, 1 large double)
Breakfast included
Only 4 rooms left at this price on our site
1 night, 2 adults
US$60
Price US$60
See availability","9.6
Scored 9.6
Exceptional
32 reviews",Thoddoo Garden inn,Thoddoo,Deluxe Triple Room,
,"1 night, 2 adults
US$85US$64
Original price US$85. Current price US$64.","Beehive Central
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
Male CityShow on map
6.1
Scored 6.1
Review score
94 reviews
Getaway Deal
Standard Double Room (Free Return Airport Transfer and 10% of Food & Beverage)
1 double bed
Free cancellation
No prepayment needed – pay at the property
Only 4 rooms left at this price on our site
1 night, 2 adults
US$85US$64
Original price US$85. Current price US$64.
See availability","6.1
Scored 6.1
Review score
94 reviews",Beehive Central,Male City,Standard Double Room (Free Return Airport Transfer and 10% of Food & Beverage),3 out of 5
,"1 night, 2 adults
US$75
Price US$75","Nashee Home Stay
Opens in new window
HulhumaleShow on map
10
Scored 10
Exceptional
1 review
Location 10
Deluxe Double Room
1 large double bed
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
US$75
Price US$75
See availability","10
Scored 10
Exceptional
1 review",Nashee Home Stay,Hulhumale,Deluxe Double Room,
,"1 night, 2 adults
US$940
Price US$940","All-inclusive
Ifuru Island Resort Maldives - 24-Hours Premium All-inclusive with Free Airport Transfers
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
Raa AtollShow on map
9.6
Scored 9.6
Exceptional
8 reviews
Location 9.7
Sunset Sky Suite - Free Transfers & Free Upgrade
Private suite
2 beds (1 sofa bed, 1 large double)
All-inclusive
Free cancellation
1 night, 2 adults
US$940
Price US$940
See availability","9.6
Scored 9.6
Exceptional
8 reviews",Ifuru Island Resort Maldives - 24-Hours Premium All-inclusive with Free Airport Transfers,Raa Atoll,Sunset Sky Suite - Free Transfers & Free Upgrade,5 out of 5
,"1 night, 2 adults
US$144
Price US$144","Wind Breeze Sunset View Inn
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
GuraidhooShow on map
8.7
Scored 8.7
Fabulous
29 reviews
Deluxe Queen Room
1 double bed
Breakfast included
1 night, 2 adults
US$144
Price US$144
See availability","8.7
Scored 8.7
Fabulous
29 reviews",Wind Breeze Sunset View Inn,Guraidhoo,Deluxe Queen Room,4 out of 5
,"1 night, 2 adults
US$50
Price US$50","Breakfast included
ONE SEASON THODDOO
Opens in new window
ThoddooShow on map
9.3
Scored 9.3
Superb
3 reviews
Deluxe Double Room
1 extra-large double bed
Breakfast included
Free cancellation
Only 2 rooms left at this price on our site
1 night, 2 adults
US$50
Price US$50
See availability","9.3
Scored 9.3
Superb
3 reviews",ONE SEASON THODDOO,Thoddoo,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
US$114
Price US$114","Breakfast included
Stone Beach Club
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
DhiffushiShow on map
9.1
Scored 9.1
Superb
7 reviews
Location 10
New to Booking.com
Deluxe Double Room with Balcony and Sea View
1 large double bed
Breakfast included
1 night, 2 adults
US$114
Price US$114
See availability","9.1
Scored 9.1
Superb
7 reviews",Stone Beach Club,Dhiffushi,Deluxe Double Room with Balcony and Sea View,4 out of 5
,"1 night, 2 adults
US$68
Price US$68","Breakfast included
Boli Villa Thoddoo
Opens in new window
ThoddooShow on map
10
Scored 10
Exceptional
1 review
Location 10
New to Booking.com
Double or Twin Room with Garden View
1 extra-large double bed
Breakfast included
Free cancellation
Only 1 room left at this price on our site
1 night, 2 adults
US$68
Price US$68
See availability","10
Scored 10
Exceptional
1 review",Boli Villa Thoddoo,Thoddoo,Double or Twin Room with Garden View,4 out of 5
,"1 night, 2 adults
US$102
Price US$102","Chak’z 1964 Beach
Opens in new window
DharavandhooShow on map
9.8
Scored 9.8
Exceptional
8 reviews
Location 9.6
New to Booking.com
King Room with Garden View
1 extra-large double bed
Breakfast included
Only 3 rooms left at this price on our site
1 night, 2 adults
US$102
Price US$102
See availability","9.8
Scored 9.8
Exceptional
8 reviews",Chak’z 1964 Beach,Dharavandhoo,King Room with Garden View,4 out of 5
,"1 night, 2 adults
US$105
Price US$105","Mingzhuge
Opens in new window
HimmafushiShow on map
10
Scored 10
Exceptional
1 review
New to Booking.com
Deluxe Double or Twin Room with City View
Multiple bed types
Free cancellation
Only 5 rooms left at this price on our site
1 night, 2 adults
US$105
Price US$105
See availability","10
Scored 10
Exceptional
1 review",Mingzhuge,Himmafushi,Deluxe Double or Twin Room with City View,3 out of 5
,"1 night, 2 adults
US$65
Price US$65","Secret Villa by Rashuthere
Opens in new window
RasduShow on map
10
Scored 10
Exceptional
1 review
Location 10
New to Booking.com
One-Bedroom House
Entire holiday home • 1 bedroom • 1 bathroom • 1 kitchen • 5,274.4feet²
2 beds (1 single, 1 extra-large double)
1 night, 2 adults
US$65
Price US$65
See availability","10
Scored 10
Exceptional
1 review",Secret Villa by Rashuthere,Rasdu,One-Bedroom House,4 out of 5
,"1 night, 2 adults
US$175US$131
Original price US$175. Current price US$131.","Breakfast included
Madi Grand Maldives
Opens in new window
FulidhooShow on map
8.6
Scored 8.6
Fabulous
8 reviews
Location 9.7
New to Booking.com
Getaway Deal
Deluxe Double Room
1 large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 4 rooms left at this price on our site
1 night, 2 adults
US$175US$131
Original price US$175. Current price US$131.
See availability","8.6
Scored 8.6
Fabulous
8 reviews",Madi Grand Maldives,Fulidhoo,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
US$41
Price US$41","Breakfast included
Adroit Beach Inn
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
GuraidhooShow on map
10
Scored 10
Exceptional
6 reviews
Location 10
New to Booking.com
Deluxe Double Room
1 extra-large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
US$41
Price US$41
See availability","10
Scored 10
Exceptional
6 reviews",Adroit Beach Inn,Guraidhoo,Deluxe Double Room,4 out of 5
,"1 night, 2 adults
US$135US$47
Original price US$135. Current price US$47.","Breakfast included
Faima Fishing Lodge at Daravandhoo
Opens in new window
Baa AtollShow on map
5.4
Scored 5.4
Review score
5 reviews
Deluxe Double Room
1 large double bed
Breakfast included
Free cancellation
Only 4 rooms left at this price on our site
1 night, 2 adults
US$135US$47
Original price US$135. Current price US$47.
See availability","5.4
Scored 5.4
Review score
5 reviews",Faima Fishing Lodge at Daravandhoo,Baa Atoll,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
US$68
Price US$68","Yan Inn
Opens in new window
MeedhooShow on map
9.0
Scored 9.0
Superb
1 review
Location 10
Double Room
1 large double bed
Only 4 rooms left at this price on our site
1 night, 2 adults
US$68
Price US$68
See availability","9.0
Scored 9.0
Superb
1 review",Yan Inn,Meedhoo,Double Room,
,"1 night, 2 adults
US$69
Price US$69","Starry View
Opens in new window
HulhumaleShow on map
9.0
Scored 9.0
Superb
11 reviews
Location 9.3
New to Booking.com
Standard Double Room
1 large double bed
Free cancellation
1 night, 2 adults
US$69
Price US$69
See availability","9.0
Scored 9.0
Superb
11 reviews",Starry View,Hulhumale,Standard Double Room,3 out of 5
,"1 night, 2 adults
US$45
Price US$45","Oceana Inn Maldives
Opens in new window
KudahuvadhooShow on map
10
Scored 10
Exceptional
1 review
Location 10
Double Room with Garden View
2 beds (1 double, 1 sofa bed)
Only 4 rooms left at this price on our site
1 night, 2 adults
US$45
Price US$45
See availability","10
Scored 10
Exceptional
1 review",Oceana Inn Maldives,Kudahuvadhoo,Double Room with Garden View,
,"1 night, 2 adults
US$70
Price US$70","Sosun Villa Thoddoo
Opens in new window
ThoddooShow on map
5.5
Scored 5.5
Review score
2 reviews
Deluxe Queen Room
1 extra-large double bed
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site
1 night, 2 adults
US$70
Price US$70
See availability","5.5
Scored 5.5
Review score
2 reviews",Sosun Villa Thoddoo,Thoddoo,Deluxe Queen Room,
,"1 night, 2 adults
US$60
Price US$60","Breakfast included
Asseyri Guest House
Opens in new window
MaradhoofeydhooShow on map
9.3
Scored 9.3
Superb
3 reviews
Double Room
1 large double bed
Breakfast included
Free cancellation
Only 7 rooms left at this price on our site
1 night, 2 adults
US$60
Price US$60
See availability","9.3
Scored 9.3
Superb
3 reviews",Asseyri Guest House,Maradhoofeydhoo,Double Room,4 out of 5
,"1 night, 2 adults
US$67
Price US$67","Fushi Beach Guesthouse
Opens in new window
FenfushiShow on map
8.0
Scored 8.0
Very good
2 reviews
Deluxe Double or Twin Room with Garden View
2 single beds
Breakfast included
Only 3 rooms left at this price on our site
1 night, 2 adults
US$67
Price US$67
See availability","8.0
Scored 8.0
Very good
2 reviews",Fushi Beach Guesthouse,Fenfushi,Deluxe Double or Twin Room with Garden View,3 out of 5
,"1 night, 2 adults
US$1,194
Price US$1,194","All-inclusive
EQ SURF RETREAT
Opens in new window
MuliShow on map
9.0
Scored 9.0
Superb
1 review
Location 10
Apartment with Sea View
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 968.8feet²
2 beds (1 sofa bed, 1 large double)
All-inclusive
Free cancellation
1 night, 2 adults
US$1,194
Price US$1,194
See availability","9.0
Scored 9.0
Superb
1 review",EQ SURF RETREAT,Muli,Apartment with Sea View,3 out of 5
,"1 night, 2 adults
US$641
Price US$641","Breakfast included
ROBINSON NOONU - All Inclusive
Opens in new window
ManadhooShow on map
Sustainability certification
9.5
Scored 9.5
Exceptional
46 reviews
Location 9.3
Water Villa
2 beds (1 double, 1 sofa bed)
Breakfast included
1 night, 2 adults
US$641
Price US$641
See availability","9.5
Scored 9.5
Exceptional
46 reviews",ROBINSON NOONU - All Inclusive,Manadhoo,Water Villa,5 out of 5
,"1 night, 2 adults
US$50
Price US$50","Ever Blue Guest House
Opens in new window
MathiveriShow on map
10
Scored 10
Exceptional
2 reviews
Location 10
New to Booking.com
Deluxe Double Room
1 large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
US$50
Price US$50
See availability","10
Scored 10
Exceptional
2 reviews",Ever Blue Guest House,Mathiveri,Deluxe Double Room,
,"1 night, 2 adults
US$55
Price US$55","Breakfast included
Balma Beach Inn
Opens in new window
FaafuShow on map
4.0
Scored 4.0
Review score
1 review
Double Room with Garden View
Beds: 1 double or 2 singles
Breakfast included
1 night, 2 adults
US$55
Price US$55
See availability","4.0
Scored 4.0
Review score
1 review",Balma Beach Inn,Faafu,Double Room with Garden View,
,"1 night, 2 adults
US$418
Price US$418","Breakfast included
Veli Vilaa
Opens in new window
DhiffushiShow on map
8.5
Scored 8.5
Very good
2 reviews
Four-Bedroom House
Entire holiday home • 4 bedrooms • 1 living room • 4 bathrooms • 1 kitchen • 2,002.1feet²
8 single beds
Breakfast included
Only 1 left at this price on our site
1 night, 2 adults
US$418
Price US$418
See availability","8.5
Scored 8.5
Very good
2 reviews",Veli Vilaa,Dhiffushi,Four-Bedroom House,4 out of 5
,"1 night, 2 adults
US$50
Price US$50","Breakfast included
Vista Villa
Opens in new window
HithadhooShow on map
8.5
Scored 8.5
Very good
2 reviews
Deluxe Double Room
1 extra-large double bed
Breakfast included
Free cancellation
Only 6 rooms left at this price on our site
1 night, 2 adults
US$50
Price US$50
See availability","8.5
Scored 8.5
Very good
2 reviews",Vista Villa,Hithadhoo,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
US$128
Price US$128","Breakfast included
Mathiveri Beach Dream
Opens in new window
MathiveriShow on map
1.0
Scored 1.0
Review score
1 review
New to Booking.com
Family Room
3 beds (1 double, 2 large doubles)
Breakfast included
Free cancellation
Only 1 room left at this price on our site
1 night, 2 adults
US$128
Price US$128
See availability","1.0
Scored 1.0
Review score
1 review",Mathiveri Beach Dream,Mathiveri,Family Room,
,"1 night, 2 adults
US$59
Price US$59","Breakfast included
Saima Inn
Opens in new window
MaalhosShow on map
8.3
Scored 8.3
Very good
3 reviews
Location 10
Standard Double Room
1 double bed
Breakfast included
Only 4 rooms left at this price on our site
1 night, 2 adults
US$59
Price US$59
See availability","8.3
Scored 8.3
Very good
3 reviews",Saima Inn,Maalhos,Standard Double Room,3 out of 5
,"1 night, 2 adults
US$92US$73
Original price US$92. Current price US$73.","Noya Inn
Opens in new window
FuvahmulahShow on map
10
Scored 10
Exceptional
3 reviews
Location 10
Getaway Deal
Two-Bedroom Apartment
3 beds (1 sofa bed, 2 large doubles)
Free cancellation
Only 2 left at this price on our site
1 night, 2 adults
US$92US$73
Original price US$92. Current price US$73.
See availability","10
Scored 10
Exceptional
3 reviews",Noya Inn,Fuvahmulah,Two-Bedroom Apartment,4 out of 5
,"1 night, 2 adults
US$60
Price US$60","Breakfast included
ODI KAMADHOO
Opens in new window
KamadhooShow on map
4.0
Scored 4.0
Review score
1 review
Deluxe King Room
Multiple bed types
Breakfast included
Only 5 rooms left at this price on our site
1 night, 2 adults
US$60
Price US$60
See availability","4.0
Scored 4.0
Review score
1 review",ODI KAMADHOO,Kamadhoo,Deluxe King Room,3 out of 5
,"1 night, 2 adults
US$191
Price US$191","All meals included
Shamar Guesthouse & Dive
Opens in new window
MaamigiliShow on map
8.3
Scored 8.3
Very good
13 reviews
Deluxe Double Room with Balcony and Sea View
Multiple bed types
All meals included
Free cancellation
Only 2 rooms left at this price on our site
1 night, 2 adults
US$191
Price US$191
See availability","8.3
Scored 8.3
Very good
13 reviews",Shamar Guesthouse & Dive,Maamigili,Deluxe Double Room with Balcony and Sea View,3 out of 5
,"1 night, 2 adults
US$27
Price US$27","Sunset View
Opens in new window
KulhudhuffushiShow on map
10
Scored 10
Exceptional
1 review
Location 10
New to Booking.com
One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 161.5feet²
2 beds (1 sofa bed, 1 large double)
Only 1 left at this price on our site
1 night, 2 adults
US$27
Price US$27
See availability","10
Scored 10
Exceptional
1 review",Sunset View,Kulhudhuffushi,One-Bedroom Apartment,3 out of 5
,"1 night, 2 adults
US$60
Price US$60","Breakfast included
LVIS Village
Opens in new window
DharavandhooShow on map
9.0
Scored 9.0
Superb
10 reviews
Location 9.8
Deluxe Double or Twin Room
2 large double beds
Breakfast included
Only 4 rooms left at this price on our site
1 night, 2 adults
US$60
Price US$60
See availability","9.0
Scored 9.0
Superb
10 reviews",LVIS Village,Dharavandhoo,Deluxe Double or Twin Room,
,"1 night, 2 adults
US$65
Price US$65","CONTENTO RETREAT
Opens in new window
HulhumaleShow on map
5.9
Scored 5.9
Review score
59 reviews
Twin Room with City View
Multiple bed types
Free cancellation
Only 5 rooms left at this price on our site
1 night, 2 adults
US$65
Price US$65
See availability","5.9
Scored 5.9
Review score
59 reviews",CONTENTO RETREAT,Hulhumale,Twin Room with City View,
,"1 night, 2 adults
US$109
Price US$109","Dhonveli Inn, Bandidhoo
Opens in new window
MeedhooShow on map
10
Scored 10
Exceptional
1 review
Location 10
Superior King Room
1 extra-large double bed
Only 3 rooms left at this price on our site
1 night, 2 adults
US$109
Price US$109
See availability","10
Scored 10
Exceptional
1 review","Dhonveli Inn, Bandidhoo",Meedhoo,Superior King Room,
,"1 night, 2 adults
US$104
Price US$104","Noomoo Hulhumale
Opens in new window
HulhumaleShow on map
7.7
Scored 7.7
Good
37 reviews
Deluxe Double Room
1 large double bed
Free cancellation
1 night, 2 adults
US$104
Price US$104
See availability","7.7
Scored 7.7
Good
37 reviews",Noomoo Hulhumale,Hulhumale,Deluxe Double Room,4 out of 5
,"1 night, 2 adults
US$55
Price US$55","Thulusdhoo Inn
Opens in new window
ThulusdhooShow on map
9.4
Scored 9.4
Superb
5 reviews
Location 10
1 bedroom Deluxe
Free cancellation
1 night, 2 adults
US$55
Price US$55
See availability","9.4
Scored 9.4
Superb
5 reviews",Thulusdhoo Inn,Thulusdhoo,1 bedroom Deluxe,3 out of 5
,"1 night, 2 adults
US$58
Price US$58","Ci-Ritorno View
Opens in new window
MaafushiShow on map
6.7
Scored 6.7
Review score
121 reviews
Deluxe Double or Twin Room
2 single beds
Free cancellation
1 night, 2 adults
US$58
Price US$58
See availability","6.7
Scored 6.7
Review score
121 reviews",Ci-Ritorno View,Maafushi,Deluxe Double or Twin Room,3 out of 5
,"1 night, 2 adults
US$99
Price US$99","Manta Sea View Himandhoo
Opens in new window
Himandhoo Show on map
9.3
Scored 9.3
Superb
4 reviews
Location 9.4
Deluxe Double or Twin Room with Ocean View
11 beds (5 extra-large doubles, 6 large doubles)
Free cancellation
1 night, 2 adults
US$99
Price US$99
See availability","9.3
Scored 9.3
Superb
4 reviews",Manta Sea View Himandhoo,Himandhoo,Deluxe Double or Twin Room with Ocean View,2 out of 5
,"1 night, 2 adults
US$53
Price US$53","Breakfast included
Athirige Boutique House Dharavandhoo
Opens in new window
DharavandhooShow on map
8.4
Scored 8.4
Very good
5 reviews
Executive Double Room
1 large double bed
Breakfast included
1 night, 2 adults
US$53
Price US$53
See availability","8.4
Scored 8.4
Very good
5 reviews",Athirige Boutique House Dharavandhoo,Dharavandhoo,Executive Double Room,3 out of 5
,"1 night, 2 adults
US$67
Price US$67","Breakfast included
Fuvahmulah inn
Opens in new window
FuvahmulahShow on map
7.4
Scored 7.4
Good
11 reviews
Deluxe Double Room
1 large double bed
Breakfast included
Only 3 rooms left at this price on our site
1 night, 2 adults
US$67
Price US$67
See availability","7.4
Scored 7.4
Good
11 reviews",Fuvahmulah inn,Fuvahmulah,Deluxe Double Room,
,"1 night, 2 adults
US$95
Price US$95","Palm Gate Maldives
Opens in new window
ThulusdhooShow on map
7.6
Scored 7.6
Good
19 reviews
Standard Double or Twin Room
2 single beds
Only 2 rooms left at this price on our site
1 night, 2 adults
US$95
Price US$95
See availability","7.6
Scored 7.6
Good
19 reviews",Palm Gate Maldives,Thulusdhoo,Standard Double or Twin Room,3 out of 5
