conditions,d_price,details,guest_rating,name,original_price,room_type,star
,"1 night, 2 adults
₱ 16,009
Price ₱ 16,009
+₱ 4,418 taxes and charges","Breakfast & dinner included
Makunudu Island
Opens in new window
MakunudhooShow on map
8.8
Scored 8.8
Fabulous
248 reviews
Deluxe Beach Bungalow - Beach Front
Entire villa • 1 bedroom • 1 bathroom • 40m²
1 large double bed
Breakfast & dinner included
Free cancellation
1 night, 2 adults
₱ 16,009
Price ₱ 16,009
+₱ 4,418 taxes and charges
See availability","8.8
Scored 8.8
Fabulous
248 reviews",Makunudu Island,Makunudhoo,Deluxe Beach Bungalow - Beach Front,4 out of 5
,"1 night, 2 adults
₱ 3,639
Price ₱ 3,639
+₱ 1,342 taxes and charges","West Sands
Opens in new window
UkulhasShow on map
8.7
Scored 8.7
Fabulous
368 reviews
Location 9.5
Deluxe Room (20% off on Manta Snorkelling)
Multiple bed types
Free cancellation
1 night, 2 adults
₱ 3,639
Price ₱ 3,639
+₱ 1,342 taxes and charges
See availability","8.7
Scored 8.7
Fabulous
368 reviews",West Sands,Ukulhas,Deluxe Room (20% off on Manta Snorkelling),4 out of 5
,"1 night, 2 adults
₱ 8,732₱ 3,733
Original price ₱ 8,732. Current price ₱ 3,733.
+₱ 1,360 taxes and charges","Breakfast included
Silver Oasis Maldives
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
HuraaShow on map
9.2
Scored 9.2
Superb
71 reviews
Cleanliness 9.1
Getaway Deal
Double Room
1 double bed
Breakfast included
Free cancellation
Only 6 rooms left at this price on our site
1 night, 2 adults
₱ 8,732₱ 3,733
Original price ₱ 8,732. Current price ₱ 3,733.
+₱ 1,360 taxes and charges
See availability","9.2
Scored 9.2
Superb
71 reviews",Silver Oasis Maldives,Huraa,Double Room,4 out of 5
,"1 night, 2 adults
₱ 4,225
Price ₱ 4,225
+₱ 1,504 taxes and charges","Nihaali Maldives
Opens in new window
KudarikiluShow on map
9.5
Scored 9.5
Exceptional
28 reviews
Cleanliness 9.6
Standard Double Room
1 extra-large double bed
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site
1 night, 2 adults
₱ 4,225
Price ₱ 4,225
+₱ 1,504 taxes and charges
See availability","9.5
Scored 9.5
Exceptional
28 reviews",Nihaali Maldives,Kudarikilu,Standard Double Room,3 out of 5
,"1 night, 2 adults
₱ 4,411₱ 3,661
Original price ₱ 4,411. Current price ₱ 3,661.
+₱ 1,934 taxes and charges","Dhoani Maldives Guesthouse
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
KendhooShow on map
9.4
Scored 9.4
Superb
65 reviews
Cleanliness 9.7
Getaway Deal
Standard Twin Room
2 single beds
Breakfast included
Only 3 rooms left at this price on our site
1 night, 2 adults
₱ 4,411₱ 3,661
Original price ₱ 4,411. Current price ₱ 3,661.
+₱ 1,934 taxes and charges
See availability","9.4
Scored 9.4
Superb
65 reviews",Dhoani Maldives Guesthouse,Kendhoo,Standard Twin Room,3 out of 5
,"1 night, 2 adults
₱ 11,321₱ 10,755
Original price ₱ 11,321. Current price ₱ 10,755.
+₱ 3,463 taxes and charges","Breakfast included
Kinan Retreat
Opens in new window
FulidhooShow on map
9.1
Scored 9.1
Superb
448 reviews
Location 9.7
Family Room (2 Adults + 1 Child) with Sea View
1 large double bed
Breakfast included
Free cancellation
Only 1 room left at this price on our site
1 night, 2 adults
₱ 11,321₱ 10,755
Original price ₱ 11,321. Current price ₱ 10,755.
+₱ 3,463 taxes and charges
See availability","9.1
Scored 9.1
Superb
448 reviews",Kinan Retreat,Fulidhoo,Family Room (2 Adults + 1 Child) with Sea View,4 out of 5
,"1 night, 2 adults
₱ 3,625
Price ₱ 3,625
+₱ 918 taxes and charges","Breakfast included
Koimala Hotel
Opens in new window
MaamigiliShow on map
9.1
Scored 9.1
Superb
377 reviews
Deluxe Room with Excursion
Multiple bed types
Breakfast included
Only 5 rooms left at this price on our site
1 night, 2 adults
₱ 3,625
Price ₱ 3,625
+₱ 918 taxes and charges
See availability","9.1
Scored 9.1
Superb
377 reviews",Koimala Hotel,Maamigili,Deluxe Room with Excursion,3 out of 5
,"1 night, 2 adults
₱ 10,985₱ 6,042
Original price ₱ 10,985. Current price ₱ 6,042.
+₱ 942 taxes and charges","Breakfast included
Whaleshark Beach
Opens in new window
DhigurahShow on map
9.1
Scored 9.1
Superb
96 reviews
Getaway Deal
Superior Queen Room
1 large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site
1 night, 2 adults
₱ 10,985₱ 6,042
Original price ₱ 10,985. Current price ₱ 6,042.
+₱ 942 taxes and charges
See availability","9.1
Scored 9.1
Superb
96 reviews",Whaleshark Beach,Dhigurah,Superior Queen Room,3 out of 5
,"1 night, 2 adults
₱ 5,352₱ 5,084
Original price ₱ 5,352. Current price ₱ 5,084.
+₱ 1,815 taxes and charges","Breakfast included
Alimas Holiday Retreat Maldives
Opens in new window
FelidhooShow on map
9.6
Scored 9.6
Exceptional
89 reviews
Location 9.6
Deluxe Double Room with Balcony
1 double bed
Breakfast included
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 5,352₱ 5,084
Original price ₱ 5,352. Current price ₱ 5,084.
+₱ 1,815 taxes and charges
See availability","9.6
Scored 9.6
Exceptional
89 reviews",Alimas Holiday Retreat Maldives,Felidhoo,Deluxe Double Room with Balcony,4 out of 5
,"1 night, 2 adults
₱ 52,561₱ 10,512
Original price ₱ 52,561. Current price ₱ 10,512.
+₱ 2,020 taxes and charges","Breakfast included
Sevinex Inn
Opens in new window
FeridhooShow on map
9.0
Scored 9.0
Superb
100 reviews
Cleanliness 9.3
Double Room with Balcony
Multiple bed types
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 52,561₱ 10,512
Original price ₱ 52,561. Current price ₱ 10,512.
+₱ 2,020 taxes and charges
See availability","9.0
Scored 9.0
Superb
100 reviews",Sevinex Inn,Feridhoo,Double Room with Balcony,3 out of 5
,"1 night, 2 adults
₱ 44,786
Price ₱ 44,786
+₱ 13,037 taxes and charges","Breakfast included
Radisson Blu Resort Maldives
Opens in new window
FenfushiShow on map
8.7
Scored 8.7
Fabulous
901 reviews
Cleanliness 9.3
Overwater Villa with Pool and Sunset View
Entire villa • 1 bedroom • 1 bathroom • 220m²
1 extra-large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 3 left at this price on our site
1 night, 2 adults
₱ 44,786
Price ₱ 44,786
+₱ 13,037 taxes and charges
See availability","8.7
Scored 8.7
Fabulous
901 reviews",Radisson Blu Resort Maldives,Fenfushi,Overwater Villa with Pool and Sunset View,5 out of 5
,"1 night, 2 adults
₱ 36,561₱ 20,109
Original price ₱ 36,561. Current price ₱ 20,109.
+₱ 29,882 taxes and charges","Breakfast included
Ellaidhoo Maldives by Cinnamon
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
HangnaameedhooShow on map
Sustainability certification
8.9
Scored 8.9
Fabulous
326 reviews
Getaway Deal
Standard Room with Garden View - Spa (20%) and a 15% off excursions - Dolphin watching / Sunset fishing / Sunset Cruise for Bookings from 15th Feb, 2024
1 double bed
Breakfast included
Only 5 rooms left at this price on our site
1 night, 2 adults
₱ 36,561₱ 20,109
Original price ₱ 36,561. Current price ₱ 20,109.
+₱ 29,882 taxes and charges
See availability","8.9
Scored 8.9
Fabulous
326 reviews",Ellaidhoo Maldives by Cinnamon,Hangnaameedhoo,"Standard Room with Garden View - Spa (20%) and a 15% off excursions - Dolphin watching / Sunset fishing / Sunset Cruise for Bookings from 15th Feb, 2024",4 out of 5
,"1 night, 2 adults
₱ 51,490₱ 28,320
Original price ₱ 51,490. Current price ₱ 28,320.
+₱ 33,325 taxes and charges","Breakfast included
Cinnamon Velifushi Maldives
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
KeyodhooShow on map
9.2
Scored 9.2
Superb
675 reviews
Cleanliness 9.5
Getaway Deal
Superior Beach Loft - 20% off F&B + 20% off Spa
1 extra-large double bed
Breakfast included
1 night, 2 adults
₱ 51,490₱ 28,320
Original price ₱ 51,490. Current price ₱ 28,320.
+₱ 33,325 taxes and charges
See availability","9.2
Scored 9.2
Superb
675 reviews",Cinnamon Velifushi Maldives,Keyodhoo,Superior Beach Loft - 20% off F&B + 20% off Spa,5 out of 5
,"1 night, 2 adults
₱ 11,119
Price ₱ 11,119
+₱ 3,069 taxes and charges","Breakfast included
Royal Island Resort at Baa Atoll Biosphere Reserve
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
Baa AtollShow on map
9.0
Scored 9.0
Superb
1,246 reviews
Cleanliness 9.4
Deluxe Villa
All meals included
1 night, 2 adults
₱ 11,119
Price ₱ 11,119
+₱ 3,069 taxes and charges
See availability","9.0
Scored 9.0
Superb
1,246 reviews",Royal Island Resort at Baa Atoll Biosphere Reserve,Baa Atoll,Deluxe Villa,5 out of 5
,"1 night, 2 adults
₱ 7,831₱ 4,698
Original price ₱ 7,831. Current price ₱ 4,698.
Includes taxes and charges","Breakfast included
h78 veli
Opens in new window
HulhumaleShow on map
9.0
Scored 9.0
Superb
5 reviews
New to Booking.com
Limited-time Deal
Superior Double Room
1 double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 7 rooms left at this price on our site
1 night, 2 adults
₱ 7,831₱ 4,698
Original price ₱ 7,831. Current price ₱ 4,698.
Includes taxes and charges
See availability","9.0
Scored 9.0
Superb
5 reviews",h78 veli,Hulhumale,Superior Double Room,4 out of 5
