conditions,d_price,details,guest_rating,name,original_price,room_type,star
,"1 night, 2 adults
US$75
Price US$75","Nihaali Maldives
Opens in new window
KudarikiluShow on map
9.5
Scored 9.5
Exceptional
28 reviews
Location 9.6
Standard Double Room
1 extra-large double bed
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site
1 night, 2 adults
US$75
Price US$75
See availability","9.5
Scored 9.5
Exceptional
28 reviews",Nihaali Maldives,Kudarikilu,Standard Double Room,3 out of 5
,"1 night, 2 adults
US$150US$100
Original price US$150. Current price US$100.","Breakfast included
Canareef Resort Maldives
Opens in new window
MeedhooShow on map
8.0
Scored 8.0
Very good
148 reviews
Getaway Deal
Sunrise Villa
Entire villa • 1 bedroom • 1 bathroom • 818.1feet²
1 extra-large double bed
Breakfast included
Free cancellation
1 night, 2 adults
US$150US$100
Original price US$150. Current price US$100.
See availability","8.0
Scored 8.0
Very good
148 reviews",Canareef Resort Maldives,Meedhoo,Sunrise Villa,4 out of 5
,"1 night, 2 adults
US$70US$58
Original price US$70. Current price US$58.","Dhoani Maldives Guesthouse
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
KendhooShow on map
9.4
Scored 9.4
Superb
71 reviews
Location 9.3
Getaway Deal
Standard Double Room
1 large double bed
Breakfast included
Only 2 rooms left at this price on our site
1 night, 2 adults
US$70US$58
Original price US$70. Current price US$58.
See availability","9.4
Scored 9.4
Superb
71 reviews",Dhoani Maldives Guesthouse,Kendhoo,Standard Double Room,3 out of 5
,"1 night, 2 adults
US$302
Price US$302","Breakfast included
NOOE Maldives Kunaavashi
Opens in new window
FulidhooShow on map
8.9
Scored 8.9
Fabulous
90 reviews
Beach villa
1 large double bed
Breakfast included
1 night, 2 adults
US$302
Price US$302
See availability","8.9
Scored 8.9
Fabulous
90 reviews",NOOE Maldives Kunaavashi,Fulidhoo,Beach villa,5 out of 5
,"1 night, 2 adults
US$139US$132
Original price US$139. Current price US$132.","Breakfast included
Kinan Retreat
Opens in new window
FulidhooShow on map
9.1
Scored 9.1
Superb
464 reviews
Location 9.7
Deluxe Double Room
2 single beds
Breakfast included
Free cancellation
Only 3 rooms left at this price on our site
1 night, 2 adults
US$139US$132
Original price US$139. Current price US$132.
See availability","9.1
Scored 9.1
Superb
464 reviews",Kinan Retreat,Fulidhoo,Deluxe Double Room,4 out of 5
,"1 night, 2 adults
US$590US$236
Original price US$590. Current price US$236.","Breakfast included
Kandima Maldives
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
KudahuvadhooShow on map
8.9
Scored 8.9
Fabulous
1,473 reviews
Sky Studio | 50% off on Return Domestic Transfers (on stays 4 nights or more between 11 Apr & 30 Sep 2024) + 2 Children up to 5.99 Years Stay & Eat Free on Same Meal Plan Chosen by Adult Guests + 15% off on Excursions & Water Sports
2 beds (1 extra-large double, 1 sofa bed)
Breakfast included
Free cancellation
1 night, 2 adults
US$590US$236
Original price US$590. Current price US$236.
See availability","8.9
Scored 8.9
Fabulous
1,473 reviews",Kandima Maldives,Kudahuvadhoo,Sky Studio | 50% off on Return Domestic Transfers (on stays 4 nights or more between 11 Apr & 30 Sep 2024) + 2 Children up to 5.99 Years Stay & Eat Free on Same Meal Plan Chosen by Adult Guests + 15% off on Excursions & Water Sports,5 out of 5
,"1 night, 2 adults
US$54
Price US$54","Breakfast included
Koimala Hotel
Opens in new window
MaamigiliShow on map
9.1
Scored 9.1
Superb
402 reviews
Comfort Room
1 large double bed
Breakfast included
Only 5 rooms left at this price on our site
1 night, 2 adults
US$54
Price US$54
See availability","9.1
Scored 9.1
Superb
402 reviews",Koimala Hotel,Maamigili,Comfort Room,3 out of 5
,"1 night, 2 adults
US$150US$113
Original price US$150. Current price US$113.","Breakfast included
Whaleshark Beach
Opens in new window
DhigurahShow on map
9.2
Scored 9.2
Superb
115 reviews
Deluxe Double Room with Balcony
2 beds (1 single, 1 large double)
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site
1 night, 2 adults
US$150US$113
Original price US$150. Current price US$113.
See availability","9.2
Scored 9.2
Superb
115 reviews",Whaleshark Beach,Dhigurah,Deluxe Double Room with Balcony,3 out of 5
,"1 night, 2 adults
US$85US$81
Original price US$85. Current price US$81.","Breakfast included
Alimas Holiday Retreat Maldives
Opens in new window
FelidhooShow on map
9.6
Scored 9.6
Exceptional
94 reviews
Location 9.6
Deluxe Double Room with Balcony
1 double bed
Breakfast included
Only 2 rooms left at this price on our site
1 night, 2 adults
US$85US$81
Original price US$85. Current price US$81.
See availability","9.6
Scored 9.6
Exceptional
94 reviews",Alimas Holiday Retreat Maldives,Felidhoo,Deluxe Double Room with Balcony,4 out of 5
,"1 night, 2 adults
US$605
Price US$605","Breakfast included
Radisson Blu Resort Maldives
Opens in new window
FenfushiShow on map
8.8
Scored 8.8
Fabulous
889 reviews
Overwater Villa with Pool and Lagoon View
Entire villa • 1 bedroom • 2 bathrooms • 2,368.1feet²
1 extra-large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
1 night, 2 adults
US$605
Price US$605
See availability","8.8
Scored 8.8
Fabulous
889 reviews",Radisson Blu Resort Maldives,Fenfushi,Overwater Villa with Pool and Lagoon View,5 out of 5
,"1 night, 2 adults
US$134
Price US$134","Breakfast included
Ellaidhoo Maldives by Cinnamon
Opens in new window
HangnaameedhooShow on map
Sustainability certification
8.9
Scored 8.9
Fabulous
345 reviews
Superior Room with Ocean View - 20% off Spa + 15% off excursions (Valid for bookings starting from 1st May 2024)
1 large double bed
Breakfast included
1 night, 2 adults
US$134
Price US$134
See availability","8.9
Scored 8.9
Fabulous
345 reviews",Ellaidhoo Maldives by Cinnamon,Hangnaameedhoo,Superior Room with Ocean View - 20% off Spa + 15% off excursions (Valid for bookings starting from 1st May 2024),4 out of 5
,"1 night, 2 adults
US$769US$423
Original price US$769. Current price US$423.","Breakfast included
Cinnamon Velifushi Maldives
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
KeyodhooShow on map
9.2
Scored 9.2
Superb
705 reviews
Location 9.4
Superior Beach Loft - FREE return speedboat Transfers | Book from 10-31 May 2024 | Stay Dates: Valid until 31st October 2024 (valid on minimum 4-night stays)
1 extra-large double bed
Breakfast included
Only 5 rooms left at this price on our site
1 night, 2 adults
US$769US$423
Original price US$769. Current price US$423.
See availability","9.2
Scored 9.2
Superb
705 reviews",Cinnamon Velifushi Maldives,Keyodhoo,Superior Beach Loft - FREE return speedboat Transfers | Book from 10-31 May 2024 | Stay Dates: Valid until 31st October 2024 (valid on minimum 4-night stays),5 out of 5
,"1 night, 2 adults
US$184
Price US$184","Breakfast included
Royal Island Resort at Baa Atoll Biosphere Reserve
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
Baa AtollShow on map
9.1
Scored 9.1
Superb
1,279 reviews
Deluxe Villa
All meals included
1 night, 2 adults
US$184
Price US$184
See availability","9.1
Scored 9.1
Superb
1,279 reviews",Royal Island Resort at Baa Atoll Biosphere Reserve,Baa Atoll,Deluxe Villa,5 out of 5
,"1 night, 2 adults
US$49
Price US$49","Surf Deck
Opens in new window
ThulusdhooShow on map
8.9
Scored 8.9
Fabulous
125 reviews
Location 9.7
Budget Double Room
1 double bed
Breakfast included
Only 2 rooms left at this price on our site
1 night, 2 adults
US$49
Price US$49
See availability","8.9
Scored 8.9
Fabulous
125 reviews",Surf Deck,Thulusdhoo,Budget Double Room,3 out of 5
,"1 night, 2 adults
US$210US$42
Original price US$210. Current price US$42.","Breakfast included
Athirige Boutique House Dharavandhoo
Opens in new window
DharavandhooShow on map
8.4
Scored 8.4
Very good
5 reviews
Limited-time Deal
Deluxe Villa
Entire villa • 1 bedroom • 1 bathroom • 269.1feet²
1 extra-large double bed
Breakfast included
Only 4 left at this price on our site
1 night, 2 adults
US$210US$42
Original price US$210. Current price US$42.
See availability","8.4
Scored 8.4
Very good
5 reviews",Athirige Boutique House Dharavandhoo,Dharavandhoo,Deluxe Villa,3 out of 5
