conditions,d_price,details,guest_rating,name,original_price,room_type,star
,"1 night, 2 adults
₱ 56,285
Price ₱ 56,285
+₱ 84,315 taxes and charges","Breakfast & dinner included
Fairmont Maldives, Sirru Fen Fushi
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
Shaviyani AtollShow on map
Sustainability certification
8.8
Scored 8.8
Fabulous
130 reviews
Beach Sunrise Villa with Private Pool and Personal Villa Host
Entire villa • 1 bedroom • 1 bathroom • 357m²
1 extra-large double bed
Breakfast & dinner included
Only 7 left at this price on our site
1 night, 2 adults
₱ 56,285
Price ₱ 56,285
+₱ 84,315 taxes and charges
See availability","8.8
Scored 8.8
Fabulous
130 reviews","Fairmont Maldives, Sirru Fen Fushi",Shaviyani Atoll,Beach Sunrise Villa with Private Pool and Personal Villa Host,5 out of 5
,"1 night, 2 adults
₱ 8,724₱ 3,926
Original price ₱ 8,724. Current price ₱ 3,926.
+₱ 1,358 taxes and charges","Breakfast included
Silver Oasis Maldives
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
HuraaShow on map
9.2
Scored 9.2
Superb
62 reviews
Double Room
1 double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site
1 night, 2 adults
₱ 8,724₱ 3,926
Original price ₱ 8,724. Current price ₱ 3,926.
+₱ 1,358 taxes and charges
See availability","9.2
Scored 9.2
Superb
62 reviews",Silver Oasis Maldives,Huraa,Double Room,4 out of 5
,"1 night, 2 adults
₱ 4,221
Price ₱ 4,221
+₱ 1,503 taxes and charges","Nihaali Maldives
Opens in new window
KudarikiluShow on map
9.5
Scored 9.5
Exceptional
28 reviews
Location 9.6
Standard Double Room
1 extra-large double bed
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 4,221
Price ₱ 4,221
+₱ 1,503 taxes and charges
See availability","9.5
Scored 9.5
Exceptional
28 reviews",Nihaali Maldives,Kudarikilu,Standard Double Room,3 out of 5
,"1 night, 2 adults
₱ 42,522₱ 19,135
Original price ₱ 42,522. Current price ₱ 19,135.
+₱ 5,957 taxes and charges","Breakfast included
Kandima Maldives
Opens in new window
KudahuvadhooShow on map
8.9
Scored 8.9
Fabulous
1,413 reviews
Beach Studio | 50% off on Return Domestic Transfers (on stays 4 nights or more between 11 Apr & 30 Sep 2024) + 2 Children up to 5.99 Years Stay & Eat Free on Same Meal Plan Chosen by Adult Guests + 15% off on Excursions & Water Sports
2 beds (1 extra-large double, 1 sofa bed)
Breakfast included
Only 4 rooms left at this price on our site
1 night, 2 adults
₱ 42,522₱ 19,135
Original price ₱ 42,522. Current price ₱ 19,135.
+₱ 5,957 taxes and charges
See availability","8.9
Scored 8.9
Fabulous
1,413 reviews",Kandima Maldives,Kudahuvadhoo,Beach Studio | 50% off on Return Domestic Transfers (on stays 4 nights or more between 11 Apr & 30 Sep 2024) + 2 Children up to 5.99 Years Stay & Eat Free on Same Meal Plan Chosen by Adult Guests + 15% off on Excursions & Water Sports,5 out of 5
,"1 night, 2 adults
₱ 69,625₱ 38,294
Original price ₱ 69,625. Current price ₱ 38,294.
+₱ 37,752 taxes and charges","All-inclusive
Cinnamon Hakuraa Huraa Maldives - All Inclusive
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
Meemu AtollShow on map
Sustainability certification
9.3
Scored 9.3
Superb
542 reviews
Location 9.3
Standard Beach Bungalow - Standard All Inclusive + 10% off F&B & Excursions + 5% off on Seaplane Transfers for Minimum 5-night stays
Entire bungalow • 1 bedroom • 1 bathroom • 70m²
1 double bed
All-inclusive
Only 6 left at this price on our site
1 night, 2 adults
₱ 69,625₱ 38,294
Original price ₱ 69,625. Current price ₱ 38,294.
+₱ 37,752 taxes and charges
See availability","9.3
Scored 9.3
Superb
542 reviews",Cinnamon Hakuraa Huraa Maldives - All Inclusive,Meemu Atoll,Standard Beach Bungalow - Standard All Inclusive + 10% off F&B & Excursions + 5% off on Seaplane Transfers for Minimum 5-night stays,4 out of 5
,"1 night, 2 adults
₱ 3,597₱ 2,985
Original price ₱ 3,597. Current price ₱ 2,985.
+₱ 1,639 taxes and charges","Dhoani Maldives Guesthouse
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
KendhooShow on map
9.4
Scored 9.4
Superb
65 reviews
Location 9.3
Getaway Deal
Standard Twin Room
2 single beds
Breakfast included
Only 3 rooms left at this price on our site
1 night, 2 adults
₱ 3,597₱ 2,985
Original price ₱ 3,597. Current price ₱ 2,985.
+₱ 1,639 taxes and charges
See availability","9.4
Scored 9.4
Superb
65 reviews",Dhoani Maldives Guesthouse,Kendhoo,Standard Twin Room,3 out of 5
,"1 night, 2 adults
₱ 3,079
Price ₱ 3,079
+₱ 830 taxes and charges","Breakfast included
Koimala Hotel
Opens in new window
MaamigiliShow on map
9.1
Scored 9.1
Superb
370 reviews
Deluxe Room
1 double bed
Breakfast included
Only 3 rooms left at this price on our site
1 night, 2 adults
₱ 3,079
Price ₱ 3,079
+₱ 830 taxes and charges
See availability","9.1
Scored 9.1
Superb
370 reviews",Koimala Hotel,Maamigili,Deluxe Room,3 out of 5
,"1 night, 2 adults
₱ 5,347₱ 4,919
Original price ₱ 5,347. Current price ₱ 4,919.
+₱ 1,814 taxes and charges","Breakfast included
Alimas Holiday Retreat Maldives
Opens in new window
FelidhooShow on map
9.6
Scored 9.6
Exceptional
86 reviews
Location 9.6
Deluxe Double Room with Balcony
1 double bed
Breakfast included
Only 1 room left at this price on our site
1 night, 2 adults
₱ 5,347₱ 4,919
Original price ₱ 5,347. Current price ₱ 4,919.
+₱ 1,814 taxes and charges
See availability","9.6
Scored 9.6
Exceptional
86 reviews",Alimas Holiday Retreat Maldives,Felidhoo,Deluxe Double Room with Balcony,4 out of 5
,"1 night, 2 adults
₱ 52,514₱ 10,503
Original price ₱ 52,514. Current price ₱ 10,503.
+₱ 2,018 taxes and charges","Breakfast included
Sevinex Inn
Opens in new window
FeridhooShow on map
9.0
Scored 9.0
Superb
98 reviews
Location 9.3
Double Room with Balcony
Multiple bed types
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site
1 night, 2 adults
₱ 52,514₱ 10,503
Original price ₱ 52,514. Current price ₱ 10,503.
+₱ 2,018 taxes and charges
See availability","9.0
Scored 9.0
Superb
98 reviews",Sevinex Inn,Feridhoo,Double Room with Balcony,3 out of 5
,"1 night, 2 adults
₱ 29,550
Price ₱ 29,550
+₱ 75,810 taxes and charges","Breakfast included
Radisson Blu Resort Maldives
Opens in new window
FenfushiShow on map
8.7
Scored 8.7
Fabulous
903 reviews
Overwater Villa with Pool and Lagoon View
Entire villa • 1 bedroom • 2 bathrooms • 220m²
1 extra-large double bed
Breakfast included
1 night, 2 adults
₱ 29,550
Price ₱ 29,550
+₱ 75,810 taxes and charges
See availability","8.7
Scored 8.7
Fabulous
903 reviews",Radisson Blu Resort Maldives,Fenfushi,Overwater Villa with Pool and Lagoon View,5 out of 5
,"1 night, 2 adults
₱ 44,972₱ 24,734
Original price ₱ 44,972. Current price ₱ 24,734.
+₱ 31,137 taxes and charges","Breakfast included
Ellaidhoo Maldives by Cinnamon
Opens in new window
HangnaameedhooShow on map
Sustainability certification
8.9
Scored 8.9
Fabulous
322 reviews
Standard Room with Garden View - Spa (20%) and a 15% off excursions - Dolphin watching / Sunset fishing / Sunset Cruise for Bookings from 15th Feb, 2024
1 double bed
Breakfast included
Only 1 room left at this price on our site
1 night, 2 adults
₱ 44,972₱ 24,734
Original price ₱ 44,972. Current price ₱ 24,734.
+₱ 31,137 taxes and charges
See availability","8.9
Scored 8.9
Fabulous
322 reviews",Ellaidhoo Maldives by Cinnamon,Hangnaameedhoo,"Standard Room with Garden View - Spa (20%) and a 15% off excursions - Dolphin watching / Sunset fishing / Sunset Cruise for Bookings from 15th Feb, 2024",4 out of 5
,"1 night, 2 adults
₱ 48,574₱ 14,572
Original price ₱ 48,574. Current price ₱ 14,572.
+₱ 29,508 taxes and charges","Breakfast included
Cinnamon Velifushi Maldives
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
KeyodhooShow on map
9.2
Scored 9.2
Superb
674 reviews
Location 9.4
Limited-time Deal
Superior Beach Loft - 20% off F&B + 20% off Spa
1 extra-large double bed
Breakfast included
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 48,574₱ 14,572
Original price ₱ 48,574. Current price ₱ 14,572.
+₱ 29,508 taxes and charges
See availability","9.2
Scored 9.2
Superb
674 reviews",Cinnamon Velifushi Maldives,Keyodhoo,Superior Beach Loft - 20% off F&B + 20% off Spa,5 out of 5
,"1 night, 2 adults
₱ 12,101₱ 6,680
Original price ₱ 12,101. Current price ₱ 6,680.
+₱ 2,679 taxes and charges","Breakfast included
Canareef Resort Maldives
Opens in new window
MeedhooShow on map
8.0
Scored 8.0
Very good
127 reviews
Limited-time Deal
Sunrise Villa
Entire villa • 1 bedroom • 1 bathroom • 76m²
1 extra-large double bed
Breakfast included
Free cancellation
1 night, 2 adults
₱ 12,101₱ 6,680
Original price ₱ 12,101. Current price ₱ 6,680.
+₱ 2,679 taxes and charges
See availability","8.0
Scored 8.0
Very good
127 reviews",Canareef Resort Maldives,Meedhoo,Sunrise Villa,4 out of 5
,"1 night, 2 adults
₱ 35,009₱ 14,494
Original price ₱ 35,009. Current price ₱ 14,494.
+₱ 50,052 taxes and charges","All meals included
Royal Island Resort at Baa Atoll Biosphere Reserve
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
Baa AtollShow on map
9.0
Scored 9.0
Superb
1,237 reviews
Beach Villa
2 beds (1 single, 1 double)
All meals included
Free cancellation
1 night, 2 adults
₱ 35,009₱ 14,494
Original price ₱ 35,009. Current price ₱ 14,494.
+₱ 50,052 taxes and charges
See availability","9.0
Scored 9.0
Superb
1,237 reviews",Royal Island Resort at Baa Atoll Biosphere Reserve,Baa Atoll,Beach Villa,5 out of 5
,"1 night, 2 adults
₱ 34,840₱ 20,904
Original price ₱ 34,840. Current price ₱ 20,904.
+₱ 6,445 taxes and charges","Breakfast included
NOOE Maldives Kunaavashi
Opens in new window
FulidhooShow on map
8.8
Scored 8.8
Fabulous
52 reviews
Limited-time Deal
One-Bedroom Beach Villa I 30% Discount on all Spa Treatments I Free of Cost Kayak, Standup Paddleboarding or 30 minutes House Reef Snorkeling I 20% Discount on Sunset Cruise and Sunset Fishing I Valid till 31st October 2024
Entire villa • 1 bedroom • 1 living room • 1 bathroom • 62m²
1 extra-large double bed
Breakfast included
Free cancellation
1 night, 2 adults
₱ 34,840₱ 20,904
Original price ₱ 34,840. Current price ₱ 20,904.
+₱ 6,445 taxes and charges
See availability","8.8
Scored 8.8
Fabulous
52 reviews",NOOE Maldives Kunaavashi,Fulidhoo,"One-Bedroom Beach Villa I 30% Discount on all Spa Treatments I Free of Cost Kayak, Standup Paddleboarding or 30 minutes House Reef Snorkeling I 20% Discount on Sunset Cruise and Sunset Fishing I Valid till 31st October 2024",5 out of 5
