conditions,d_price,details,guest_rating,name,original_price,room_type,star
,"1 night, 2 adults
₱ 2,443₱ 2,248
Original price ₱ 2,443. Current price ₱ 2,248.
+₱ 674 taxes and charges","Sunview Residence
Opens in new window
KaashidhooShow on map
Travel Sustainable Level 2
8.9
Scored 8.9
Fabulous
50 reviews
Double Room
2 beds (1 single, 1 double)
Free cancellation
Only 4 rooms left at this price on our site
1 night, 2 adults
₱ 2,443₱ 2,248
Original price ₱ 2,443. Current price ₱ 2,248.
+₱ 674 taxes and charges
See availability","8.9
Scored 8.9
Fabulous
50 reviews",Sunview Residence,Kaashidhoo,Double Room,3 out of 5
,"1 night, 2 adults
₱ 33,496₱ 4,689
Original price ₱ 33,496. Current price ₱ 4,689.
+₱ 1,627 taxes and charges","Breakfast included
La Palma Villa
Opens in new window
UkulhasShow on map
Travel Sustainable Level 1
8.9
Scored 8.9
Fabulous
179 reviews
Deluxe Villa with 18% discount on All Excursions
Entire villa • 1 bedroom • 1 bathroom • 15m²
2 extra-large double beds
Breakfast included
Free cancellation
No prepayment needed – pay at the property
1 night, 2 adults
₱ 33,496₱ 4,689
Original price ₱ 33,496. Current price ₱ 4,689.
+₱ 1,627 taxes and charges
See availability","8.9
Scored 8.9
Fabulous
179 reviews",La Palma Villa,Ukulhas,Deluxe Villa with 18% discount on All Excursions,3 out of 5
,"1 night, 2 adults
₱ 4,164₱ 3,831
Original price ₱ 4,164. Current price ₱ 3,831.
+₱ 1,316 taxes and charges","Stay Mikado
Opens in new window
ThimarafushiShow on map
Travel Sustainable Level 3
9.8
Scored 9.8
Exceptional
26 reviews
Double Room
1 large double bed
Free cancellation
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 4,164₱ 3,831
Original price ₱ 4,164. Current price ₱ 3,831.
+₱ 1,316 taxes and charges
See availability","9.8
Scored 9.8
Exceptional
26 reviews",Stay Mikado,Thimarafushi,Double Room,4 out of 5
,"1 night, 2 adults
₱ 32,758₱ 19,655
Original price ₱ 32,758. Current price ₱ 19,655.
+₱ 33,742 taxes and charges","Breakfast & dinner included
Makunudu Island
Opens in new window
MakunudhooShow on map
Travel Sustainable Level 2
8.7
Scored 8.7
Fabulous
257 reviews
Deluxe Beach Bungalow - Beach Front
Entire villa • 1 bedroom • 1 bathroom • 40m²
1 large double bed
Breakfast & dinner included
Free cancellation
No prepayment needed – pay at the property
1 night, 2 adults
₱ 32,758₱ 19,655
Original price ₱ 32,758. Current price ₱ 19,655.
+₱ 33,742 taxes and charges
See availability","8.7
Scored 8.7
Fabulous
257 reviews",Makunudu Island,Makunudhoo,Deluxe Beach Bungalow - Beach Front,4 out of 5
,"1 night, 2 adults
₱ 4,653
Price ₱ 4,653
+₱ 1,284 taxes and charges","West Sands
Opens in new window
UkulhasShow on map
Travel Sustainable Level 3
8.7
Scored 8.7
Fabulous
356 reviews
Location 9.5
Deluxe Room (20% off on Manta Snorkelling)
Multiple bed types
Free cancellation
1 night, 2 adults
₱ 4,653
Price ₱ 4,653
+₱ 1,284 taxes and charges
See availability","8.7
Scored 8.7
Fabulous
356 reviews",West Sands,Ukulhas,Deluxe Room (20% off on Manta Snorkelling),4 out of 5
,"1 night, 2 adults
₱ 3,442
Price ₱ 3,442
+₱ 950 taxes and charges","Breakfast included
Silver Oasis Maldives
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
HuraaShow on map
Travel Sustainable Level 2
9.2
Scored 9.2
Superb
58 reviews
Double Room
1 double bed
Breakfast included
Free cancellation
1 night, 2 adults
₱ 3,442
Price ₱ 3,442
+₱ 950 taxes and charges
See availability","9.2
Scored 9.2
Superb
58 reviews",Silver Oasis Maldives,Huraa,Double Room,4 out of 5
,"1 night, 2 adults
₱ 4,164
Price ₱ 4,164
+₱ 1,482 taxes and charges","Nihaali Maldives
Opens in new window
KudarikiluShow on map
Travel Sustainable Level 1
9.5
Scored 9.5
Exceptional
28 reviews
Location 9.6
Standard Double Room
1 extra-large double bed
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site
1 night, 2 adults
₱ 4,164
Price ₱ 4,164
+₱ 1,482 taxes and charges
See availability","9.5
Scored 9.5
Exceptional
28 reviews",Nihaali Maldives,Kudarikilu,Standard Double Room,3 out of 5
,"1 night, 2 adults
₱ 4,847₱ 3,878
Original price ₱ 4,847. Current price ₱ 3,878.
+₱ 2,024 taxes and charges","Dhoani Maldives Guesthouse
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
KendhooShow on map
Travel Sustainable Level 3
9.4
Scored 9.4
Superb
64 reviews
Location 9.3
Early 2024 Deal
Standard Double Room
1 large double bed
Breakfast included
Only 1 room left at this price on our site
1 night, 2 adults
₱ 4,847₱ 3,878
Original price ₱ 4,847. Current price ₱ 3,878.
+₱ 2,024 taxes and charges
See availability","9.4
Scored 9.4
Superb
64 reviews",Dhoani Maldives Guesthouse,Kendhoo,Standard Double Room,3 out of 5
,"1 night, 2 adults
₱ 4,547₱ 3,547
Original price ₱ 4,547. Current price ₱ 3,547.
+₱ 901 taxes and charges","Breakfast included
Koimala Hotel
Opens in new window
MaamigiliShow on map
Travel Sustainable Level 1
9.1
Scored 9.1
Superb
363 reviews
Early 2024 Deal
Comfort Room
1 large double bed
Breakfast included
Only 5 rooms left at this price on our site
1 night, 2 adults
₱ 4,547₱ 3,547
Original price ₱ 4,547. Current price ₱ 3,547.
+₱ 901 taxes and charges
See availability","9.1
Scored 9.1
Superb
363 reviews",Koimala Hotel,Maamigili,Comfort Room,3 out of 5
,"1 night, 2 adults
₱ 47,527₱ 9,505
Original price ₱ 47,527. Current price ₱ 9,505.
+₱ 1,854 taxes and charges","Breakfast included
Sevinex Inn
Opens in new window
FeridhooShow on map
9.0
Scored 9.0
Superb
97 reviews
Location 9.3
Deluxe Room
Multiple bed types
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site
1 night, 2 adults
₱ 47,527₱ 9,505
Original price ₱ 47,527. Current price ₱ 9,505.
+₱ 1,854 taxes and charges
See availability","9.0
Scored 9.0
Superb
97 reviews",Sevinex Inn,Feridhoo,Deluxe Room,3 out of 5
,"1 night, 2 adults
₱ 51,247₱ 28,186
Original price ₱ 51,247. Current price ₱ 28,186.
+₱ 31,760 taxes and charges","Breakfast included
Ellaidhoo Maldives by Cinnamon
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
HangnaameedhooShow on map
Travel Sustainable Level 3+
8.8
Scored 8.8
Fabulous
319 reviews
Standard Room with Garden View - Spa (20%) and a 15% off excursions - Dolphin watching / Sunset fishing / Sunset Cruise for Bookings from 15th Feb, 2024
1 double bed
Breakfast included
Free cancellation
Only 5 rooms left at this price on our site
1 night, 2 adults
₱ 51,247₱ 28,186
Original price ₱ 51,247. Current price ₱ 28,186.
+₱ 31,760 taxes and charges
See availability","8.8
Scored 8.8
Fabulous
319 reviews",Ellaidhoo Maldives by Cinnamon,Hangnaameedhoo,"Standard Room with Garden View - Spa (20%) and a 15% off excursions - Dolphin watching / Sunset fishing / Sunset Cruise for Bookings from 15th Feb, 2024",4 out of 5
,"1 night, 2 adults
₱ 45,647₱ 18,897
Original price ₱ 45,647. Current price ₱ 18,897.
+₱ 6,336 taxes and charges","Breakfast included
Kandima Maldives
Opens in new window
KudahuvadhooShow on map
Travel Sustainable Level 3
8.9
Scored 8.9
Fabulous
1,403 reviews
Sky Studio | 50% off on Return Domestic Transfers (on stays 4 nights or more between 11 Apr & 30 Sep 2024) + 2 Children up to 5.99 Years Stay & Eat Free on Same Meal Plan Chosen by Adult Guests + 15% off on Excursions & Water Sports
2 beds (1 extra-large double, 1 sofa bed)
Breakfast included
Only 1 room left at this price on our site
1 night, 2 adults
₱ 45,647₱ 18,897
Original price ₱ 45,647. Current price ₱ 18,897.
+₱ 6,336 taxes and charges
See availability","8.9
Scored 8.9
Fabulous
1,403 reviews",Kandima Maldives,Kudahuvadhoo,Sky Studio | 50% off on Return Domestic Transfers (on stays 4 nights or more between 11 Apr & 30 Sep 2024) + 2 Children up to 5.99 Years Stay & Eat Free on Same Meal Plan Chosen by Adult Guests + 15% off on Excursions & Water Sports,5 out of 5
,"1 night, 2 adults
₱ 23,993
Price ₱ 23,993
+₱ 6,623 taxes and charges","All meals included
Royal Island Resort at Baa Atoll Biosphere Reserve
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
Baa AtollShow on map
Travel Sustainable Level 3
9.0
Scored 9.0
Superb
1,222 reviews
Beach Villa
2 beds (1 single, 1 double)
All meals included
Free cancellation
1 night, 2 adults
₱ 23,993
Price ₱ 23,993
+₱ 6,623 taxes and charges
See availability","9.0
Scored 9.0
Superb
1,222 reviews",Royal Island Resort at Baa Atoll Biosphere Reserve,Baa Atoll,Beach Villa,5 out of 5
,"1 night, 2 adults
₱ 66,793₱ 36,736
Original price ₱ 66,793. Current price ₱ 36,736.
+₱ 35,280 taxes and charges","Breakfast included
Cinnamon Velifushi Maldives
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
KeyodhooShow on map
Travel Sustainable Level 2
9.2
Scored 9.2
Superb
668 reviews
Location 9.4
Beach Bungalow - 20% off F&B + 20% off Spa,
1 extra-large double bed
Breakfast included
Free cancellation
Only 3 rooms left at this price on our site
1 night, 2 adults
₱ 66,793₱ 36,736
Original price ₱ 66,793. Current price ₱ 36,736.
+₱ 35,280 taxes and charges
See availability","9.2
Scored 9.2
Superb
668 reviews",Cinnamon Velifushi Maldives,Keyodhoo,"Beach Bungalow - 20% off F&B + 20% off Spa,",5 out of 5
,"1 night, 2 adults
₱ 19,211₱ 11,526
Original price ₱ 19,211. Current price ₱ 11,526.
+₱ 41,047 taxes and charges","Breakfast included
Reethi Beach Resort
Opens in new window
Baa AtollShow on map
Travel Sustainable Level 2
8.6
Scored 8.6
Fabulous
582 reviews
Location 9.3
Limited-time Deal
Reethi Sunrise Villa
Entire villa • 1 bedroom • 1 living room • 1 bathroom • 47m²
1 extra-large double bed
Breakfast included
Only 2 left at this price on our site
1 night, 2 adults
₱ 19,211₱ 11,526
Original price ₱ 19,211. Current price ₱ 11,526.
+₱ 41,047 taxes and charges
See availability","8.6
Scored 8.6
Fabulous
582 reviews",Reethi Beach Resort,Baa Atoll,Reethi Sunrise Villa,4 out of 5
